parameter_name,parameter_value,seed,SIG_A_score,SIG_B_score,SIG_C_score,SIG_D_score,SIG_E_score,SIG_A_directional_pass,SIG_B_directional_pass,SIG_C_directional_pass,SIG_D_directional_pass,SIG_E_directional_pass,SIG_A_protected_pass,SIG_B_protected_pass,SIG_C_protected_pass,SIG_D_protected_pass,SIG_E_protected_pass,joint_directional_pass,joint_protected_pass,failure_mode
structural_decay,0.005,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_decay,0.01,42,0.13534874163412244,0.22082506718152894,0.15426783261860139,21.181670661213996,160.30137791851018,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_decay,0.02,42,0.13389454675802337,0.1869240212726876,0.15369003808169712,21.30213408683073,171.82163922706866,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_decay,0.035,42,0.13146395019120052,0.14007862348476385,0.15264170574156397,20.818060700937174,190.10233798762877,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_decay,0.05,42,0.1287820171153969,0.09763967355233039,0.15136972121525902,19.603138993276133,209.6383657396894,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_decay,0.08,42,0.122853878653867,0.024356929426048723,0.1481813548262495,15.953152212729364,252.66926304702608,True,True,True,True,True,True,False,True,True,True,True,False,SIG_B
structural_noise,0.0,0,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,1,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,2,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,3,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,4,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,101,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,202,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,303,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.0,404,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,0,0.14806944710064948,0.24320181289785814,0.15447489107940443,19.941020602063325,147.3597626816918,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,1,0.16139682196978059,0.2563115294154672,0.15447489107940443,22.547195370507684,134.25961268304667,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,2,0.15337651600117377,0.2365244302286189,0.15447489107940443,23.7468883848669,149.4666485542254,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,3,0.1408794503036439,0.2312414171431223,0.15447489107940443,23.409973788057332,152.3457088397966,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,4,0.13386121614829022,0.23542143218910294,0.15447489107940443,20.731644621363944,150.56142823708552,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,42,0.12297609244856741,0.22872022875086806,0.15447489107940443,20.312815740122765,169.9750102673001,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,101,0.14425131958043838,0.24996018889450455,0.15447489107940443,22.91942566365722,136.9028881532521,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,202,0.12629692830797143,0.22915996283642548,0.15447489107940443,18.151893418716142,179.834195508167,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,303,0.1475622375482267,0.24420130283955443,0.15447489107940443,18.47014478191345,159.17838255661144,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.005,404,0.1356938841167098,0.24049053908664098,0.15447489107940443,21.270070156923666,148.6404344510743,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,0,0.16011938573503023,0.24777320435607175,0.15442480939097022,18.892668835467482,139.23413095280475,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,1,0.1867741354732926,0.27399263739128976,0.15442480939097022,24.0133199817052,117.09546852962143,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,2,0.17073352353607912,0.2344184390175934,0.15442480939097022,26.49219818444139,145.28605707883247,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,3,0.14573939214101908,0.22385241284659974,0.15442480939097022,25.850290501809372,150.36471061835832,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,4,0.13170292383031157,0.23221244293856114,0.15442480939097022,20.465033338911887,146.24063692858226,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,42,0.10993267643086621,0.21881003606209148,0.15442480939097022,19.601956842439918,186.88815937153873,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,101,0.15248313069460803,0.26128995634936447,0.15442480939097022,24.774892350700398,122.31539898725326,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,202,0.11657434814967405,0.2196895042332061,0.15442480939097022,15.200252660200945,215.14613215885333,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,303,0.15910496663018503,0.24977218423946446,0.15442480939097022,15.96663520916503,165.02534792148867,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.01,404,0.13536825976715125,0.24235065673363754,0.15442480939097022,21.546431601348964,142.77754518078896,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,0,0.18421926300379218,0.2569159872724992,0.15431488892511727,16.81712294757786,120.21440252721392,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,1,0.2375287624803167,0.309354853342935,0.15431488892511727,26.71649769178441,89.93271335227385,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,2,0.20544753860589005,0.23020645659554229,0.15431488892511727,31.952147945232184,139.0691250372974,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,3,0.15545927581576974,0.20907440425355506,0.15431488892511727,30.7925570700626,147.26762887977833,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,4,0.12738633919435507,0.22579446443747797,0.15431488892511727,19.9242081653296,137.11950841853246,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,42,0.08384584439546391,0.19898965068453844,0.15431488892511727,18.094326877142656,226.9643808365884,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,101,0.16894675292294772,0.28394949125908464,0.15431488892511727,28.29335751139946,99.87503703746025,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,202,0.09712918783307997,0.2007485870267679,0.15431488892511727,8.95379715942954,358.41919547296243,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,303,0.18219042479410175,0.2609139470392843,0.15431488892511727,11.035768442469806,184.80060506658964,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.02,404,0.134717011068034,0.24607089202763044,0.15431488892511727,22.103744137319683,131.69172192096968,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,0,0.22036907890693502,0.27063016164714004,0.15412206362988354,13.762369743621242,81.92135983748146,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,1,0.3136607029908529,0.3623981772704029,0.15412206362988354,30.28218351041541,60.915363958713286,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,2,0.2575185612106062,0.22388848296246555,0.15412206362988354,40.004828481310525,132.91605244970032,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,3,0.17003910132789596,0.18690739136398804,0.15412206362988354,38.2774709950121,144.00939017769866,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,4,0.12091146224041996,0.2161674966858529,0.15412206362988354,19.09307899697708,122.09807660766758,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,42,0.04471559634236083,0.16925907261820894,0.15412206362988354,15.606973729841588,309.785949663954,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,101,0.1936421862654575,0.31793879362366484,0.15412206362988354,33.12973819745311,76.7358624554434,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.035,202,0.06796144735818868,0.17233721121711065,0.15412206362988354,-1.3627549931129699,-12274.874088147397,True,True,True,False,False,True,True,True,False,False,False,False,SIG_D;SIG_E
structural_noise,0.035,303,0.21681861203997704,0.27762659123901423,0.15412206362988354,4.935068115838506,240.5260080895161,True,True,True,True,True,True,True,True,False,True,True,False,SIG_D
structural_noise,0.035,404,0.13374013801935838,0.25165124496862,0.15412206362988354,22.945622033608302,116.49727941515962,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.05,0,0.25651889481007784,0.284344336021781,0.15388992837621146,10.78468042061628,24.112656256374265,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.05,1,0.3498464092826393,0.3865803469748239,0.15388992837621146,33.72065930068508,45.89663609793472,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.05,2,0.3095895838153222,0.2175705093293887,0.15388992837621146,47.774737299413,128.8489972975218,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.05,3,0.18461892684002187,0.1647403784744208,0.15388992837621146,45.68482574072779,141.78911505800454,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.05,4,0.11443658528648501,0.20654052893422814,0.15388992837621146,18.236780510950553,105.20135041870076,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.05,42,0.0055853482892574136,0.1395284945518792,0.15388992837621146,12.82519789082936,441.1508445499269,True,True,True,True,True,False,True,True,True,True,True,False,SIG_A
structural_noise,0.05,101,0.21833761960796708,0.35192809598824504,0.15388992837621146,37.49131079094071,59.56297592124359,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.05,202,0.03879370688329731,0.14392583540745307,0.15388992837621146,-12.990341045367959,-326.8593856481481,True,True,True,False,False,True,True,True,False,False,False,False,SIG_D;SIG_E
structural_noise,0.05,303,0.2514467992858524,0.2943392354387444,0.15388992837621146,-0.8255029469491657,-138.50919122648068,True,True,True,False,False,True,True,True,False,False,False,False,SIG_D;SIG_E
structural_noise,0.05,404,0.13276326497068258,0.2572315979096095,0.15388992837621146,23.787122257241762,102.79814617644797,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.08,0,0.3288185266163635,0.3117726847710628,0.15328601886198323,14.833521637216709,-57.921130821430644,True,True,True,True,False,True,True,True,True,False,False,False,SIG_E
structural_noise,0.08,1,0.35730689399825,0.38804654099906355,0.15328601886198323,41.1306551154889,31.161928105648542,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.08,2,0.41373162902475424,0.20493456206323513,0.15328601886198323,61.11860266538298,125.56986796868861,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.08,3,0.21377857786427415,0.12040635269528677,0.15328601886198323,59.60127952652433,110.60216888884372,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.08,4,0.10148683137861504,0.18728659343097842,0.15328601886198323,16.7526263348414,89.35638576948287,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.08,42,-0.07267514781694928,0.0800673384192202,0.15328601886198323,6.227237557670093,1263.8323165056997,False,True,True,True,True,False,True,True,True,True,False,False,SIG_A
structural_noise,0.08,101,0.2186408148039099,0.3844408580665476,0.15328601886198323,46.196197975511055,42.10740975256521,True,True,True,True,True,True,True,True,True,True,True,True,none
structural_noise,0.08,202,-0.019541774066485634,0.08710308378813825,0.15328601886198323,-41.23219947482747,-102.55240203218133,False,True,True,False,False,False,True,True,False,False,False,False,SIG_A;SIG_D;SIG_E
structural_noise,0.08,303,0.3207031737776024,0.327764523838204,0.15328601886198323,-8.520084189256243,-24.488488309532585,True,True,True,False,False,True,True,True,False,False,False,False,SIG_D;SIG_E
structural_noise,0.08,404,0.13080951887333106,0.2683923037915884,0.15328601886198323,25.23881759584212,77.91300958785969,True,True,True,True,True,True,True,True,True,True,True,True,none
context_gain,0.0,42,0.13601950846626837,0.2386304214396444,0.10087534417785976,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
context_gain,0.25,42,0.13601950846626837,0.2386304214396444,0.11450432878679062,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
context_gain,0.5,42,0.13601950846626837,0.2386304214396444,0.1279738595601544,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
context_gain,1.0,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
context_gain,1.5,42,0.13601950846626837,0.2386304214396444,0.18065272738296698,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
context_gain,2.0,42,0.13601950846626837,0.2386304214396444,0.20639135590314867,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
context_gain,3.0,42,0.13601950846626837,0.2386304214396444,0.2560985382241432,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
timing_gap,0,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
timing_gap,1,42,0.12486452692432642,0.22951730030652795,0.15452201985993197,20.926251370801115,163.1985571407393,True,True,True,True,True,True,True,True,True,True,True,True,none
timing_gap,2,42,0.11069868477227493,0.2113330121577056,0.15452201985993197,20.81402019344701,176.77648891590562,True,True,True,True,True,True,True,True,True,True,True,True,none
timing_gap,4,42,0.09414125946694703,0.17496563379743324,0.15452201985993197,20.6034590161432,205.65144177174176,True,True,True,True,True,True,True,True,True,True,True,True,none
timing_gap,8,42,0.06469921990246753,0.11294799106730719,0.15452201985993197,20.158136562983444,266.50140364167873,True,True,True,True,True,True,True,True,True,True,True,True,none
timing_gap,12,42,0.042432384558910984,0.06764233584372381,0.15452201985993197,19.75306294643461,325.237821513294,True,True,True,True,True,True,True,True,True,True,True,True,none
timing_gap,16,42,0.027032194664832643,0.03696981537277755,0.15452201985993197,19.430635763247412,376.8786423944913,True,True,True,True,True,True,False,True,True,True,True,False,SIG_B
timing_gap,24,42,0.010469603306684134,0.004689517899100826,0.15452201985993197,19.014218859849887,454.56624597583175,True,True,True,True,True,False,False,True,True,True,True,False,SIG_A;SIG_B
overlap_strength,0.0,42,-0.18464294273126536,0.022886690267757963,0.15452201985993197,4.148860859973664,-33.49016404393615,False,True,True,True,False,False,False,True,False,False,False,False,SIG_A;SIG_B;SIG_D;SIG_E
overlap_strength,0.1,42,-0.05031324965832967,0.024009435090275116,0.15452201985993197,5.497458271863118,55.19753783614799,False,True,True,True,True,False,False,True,True,True,False,False,SIG_A;SIG_B
overlap_strength,0.25,42,0.07135034354249686,0.03750781998354184,0.15452201985993197,11.608123453897278,139.72546616385074,True,True,True,True,True,True,False,True,True,True,True,False,SIG_B
overlap_strength,0.4,42,0.10742691938427135,0.0660890344748486,0.15452201985993197,16.25268428861454,151.90960683174472,True,True,True,True,True,True,True,True,True,True,True,True,none
overlap_strength,0.6,42,0.1268417267011009,0.12708129536777057,0.15452201985993197,19.36148618363484,154.288001934938,True,True,True,True,True,True,True,True,True,True,True,True,none
overlap_strength,0.85,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
overlap_strength,0.9,42,0.13742155140097384,0.26589420974968336,0.15452201985993197,21.18638130172871,154.61612580730943,True,True,True,True,True,True,True,True,True,True,True,True,none
overlap_strength,1.0,42,0.14022563727038434,0.3257000594481875,0.15452201985993197,21.49133152659999,154.1923007052744,True,True,True,True,True,True,True,True,True,True,True,True,none
readout_threshold,0.1,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
readout_threshold,0.2,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
readout_threshold,0.3,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
readout_threshold,0.6,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
readout_threshold,0.75,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
readout_threshold,0.9,42,0.13601950846626837,0.2386304214396444,0.15452201985993197,20.995806879648978,154.73338336916808,True,True,True,True,True,True,True,True,True,True,True,True,none
